id,flood_id,country,event_location,event_date,language_detected,url,domain,page_title,text_snippet,pipeline_prediction,flood_term_hits,impact_term_hits,location_term_hits,word_count,label,notes
21,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://folhams.com.br/2024/05/03/bombeiros-de-ms-sao-enviados-para-integrar-equipes-de-resgate-a-vitimas-de-enchentes-no-rs/,folhams.com.br,Bombeiros de MS são enviados para integrar equipes de resgate a vítimas de enchentes no RS | Folha MS,"Com nove militares e duas viaturas de salvamento, o Corpo de Bombeiros do Mato Grosso do Sul enviou sua primeira equipe ao Rio Grande do Sul para auxiliar nos trabalhos de resgate das vítimas das enchentes em todo estado. Eles vão percorrer 1.400 km por terra até Montenegro (RS), cidade que está 80% alagada.
As viaturas seguem com quatro embarcações, dispondo de barcos, caiaques e equipamentos de salvamento. O grupo tem oito especialistas em salvamento aquático e mergulho e um médico. A expectat",pipeline_yes,2,4,1,510,1,
22,61,Peru,"Molinos District, Juja Province, Junín Department; San Juan District, Sihuas Province, Ancash Department",2024-03-10,spa,https://wayka.pe/asociacion-cristiana-investigada-por-comercializar-donaciones/,wayka.pe,Iglesia cristiana investigada por vender donaciones valorizadas en S/ 30 millones - Wayka,"El pasado domingo, personal de la Policía Nacional del Perú, incautó en Cercado de Lima 30 millones de soles en mercancía importada desde Estados Unidos como donaciones, que la Asociación Comunidad Cristiana Cuerpo de Cristo intentaba comercializar.
Las donaciones habrían ingresado al país para ser entregadas a los damnificados por el fenómeno del Niño Costero que afectó principalmente a las familias norteñas en los primeros meses del año pasado. Sin embargo, tras el seguimiento de las autoridad",pipeline_no,1,1,1,209,0,
23,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,http://www2.cemaden.gov.br/boletim-de-impactos-do-cemaden-30-07-2018/,www2.cemaden.gov.br,Boletim de impactos do Cemaden – 30/07/2018 – Cemaden,"SUMÁRIO
O Centro Nacional de Monitoramento e Alertas de Desastres Naturais (CEMADEN), do Ministério de Ciência, Tecnologia, Inovação e Comunicações (MCTIC), apresenta uma primeira edição do boletim mensal com os possíveis cenários, decorrentes da ocorrência de extremos pluviométricos, que possam vir a ocasionar impactos na agricultura e nos recursos hídricos em todo o País, nos meses subsequentes. Neste boletim, são mostradas as projeções das vazões afluentes ao Sistema Cantareira e aos reservat",pipeline_yes,5,0,2,1021,1,
24,83,Mexico,"Veracruz, Puebla, Hidalgo, San Luis Potosí, and Querétaro states",2025-10-06,spa,https://www.elfinanciero.com.mx/cdmx/2022/09/21/trolebus-cdmx-conductor-en-capacitacion-choca-en-practica-de-manejo/,elfinanciero.com.mx,¡Frénele chofer! Conductor de trolebús en capacitación choca en práctica de manejo – El Financiero,"El Servicio de Transportes Eléctricos de la Ciudad de México informó que este miércoles 21 de septiembre, a las 12:05 de la tarde, se registró el choque de una unidad de Trolebús en el Depósito de Tetepilco.
Se detalló que el incidente ocurrió cuando se estaba capacitando a un aspirante a operador de este transporte. Las autoridades informaron que se lesionaron tres personas, de las cuáles solo uno fue trasladado a un hospital.
En un tarjeta informativa también se dijo que se dañó la barda perim",pipeline_yes,1,4,1,438,1,
25,61,Peru,"Molinos District, Juja Province, Junín Department; San Juan District, Sihuas Province, Ancash Department",2024-03-10,spa,https://www.expreso.com.pe/actualidad/gobierno-prorroga-estado-de-emergencia/847486/,expreso.com.pe,Gobierno prorroga estado de emergencia,"Gobierno prorroga estado de emergencia
El Gobierno dispuso prorrogar el estado de emergencia nacional, por 33 días calendario, a partir del 29 de agosto de 2022, por “las graves circunstancias que afectan la vida y salud de las personas como consecuencia de la covid-19”, según la norma publicada en el Diario Oficial El Peruano.
El Decreto Supremo Nº 108-2022-PCM señala que durante el estado de emergencia nacional queda restringido el ejercicio de los derechos constitucionales relativos a la libe",pipeline_yes,1,2,1,347,1,
26,92,,,,eng,https://www.baltimoresun.com/news/bs-xpm-2006-09-10-0609100046-story.html,baltimoresun.com,Sense of loss drives Ngata - Baltimore Sun,"In Polynesian culture, a celebration, by definition, is not a private affair. Word of good news spreads as if it were carried by the wind, touching uncles, cousins, brothers, friends, sisters, girlfriends, ex-girlfriends and strangers, and without hesitation, people simply show up.
This, it seems, is how it came to pass that on the morning of April 30, 2006 - on one of the most anticipated days of his young life - Haloti Ngata found himself completely and totally surrounded.
This was not a surpr",pipeline_no,1,3,4,3454,0,
27,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.pernambuco.com/noticia/divirtase/2024/07/van-de-melody-sofre-grave-acidente-a-caminho-de-show.html,pernambuco.com,Van de Melody sofre grave acidente a caminho de show  | Divirta-se: Pernambuco.com - O melhor conteúdo sobre Pernambuco na internet,"ENGAVETAMENTO
| Foto: Reprodução |
A van da cantora Melody se envolveu em um acidente, na tarde deste sábado (20/7), na Via Dutra, em Barra Mansa, no Rio de Janeiro. Em vídeos publicados nas redes sociais, a artista tranquilizou os fãs e disse estar bem. “Graças a Deus ninguém morreu. Está todo mundo bem”, disse.
Os veículos envolvidos no engavetamento, porém, ficaram bastante danificados. Conforme relato de Melody, um ônibus de viagem colidiu contra a traseira da van em que ela estava. “Ele bat",pipeline_yes,1,0,1,150,1,
28,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.agazeta.com.br/colunas/leonel-ximenes/no-es-a-agua-que-salva-quem-perdeu-tudo-com-o-excesso-de-agua-0125,agazeta.com.br,"No ES, a água que salva quem perdeu tudo com o excesso de água | A Gazeta","Desde cedo todo mundo aprende que não se deve negar água a ninguém. Ainda mais em uma situação de calamidade. Foi seguindo esse preceito que a Prefeitura de Linhares resolveu doar 90 mil litros de água potável para Rio Bananal, cidade vizinha que foi fortemente impactada pela chuva nesta terça-feira (7).
Na manhã desta quarta-feira (8), seguiram para Rio Bananal três caminhões-pipa, com 30 mil litros de água cada, do Serviço Autônomo de Água e Esgoto (Saae) de Linhares.
O grande volume de chuva ",pipeline_yes,1,0,1,233,1,
29,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,"https://www.em.com.br/app/noticia/gerais/2023/01/02/interna_gerais,1440128/alerta-de-chuva-forte-vento-e-granizo-em-300-cidades-mineiras.shtml",em.com.br,"Alerta de chuva forte, vento e granizo em 300 cidades mineiras - Gerais - Estado de Minas","O Instituto Nacional de Meteorologia (Inmet) emitiu alerta de chuvas fortes, vento e granizo para 300 cidades de Minas Gerais para esta terça-feira (3/1). Estão previstos rajadas de até 100 quilômetros por hora, além de 100 mm de água.
As chuvas intensas podem causar danos como quedas de árvores, desabamento de imóveis e encostas, quedas de energia, destruição de plantações e alagamentos.
A Defesa Civil de Minas Gerais pede às pessoas que não atravessem locais alagados e nem próximos a córregos,",pipeline_yes,7,3,1,709,1,
30,42,Canada,"Baie-Saint-Paul (Charlevoix Region), Saint-Côme and Sainte-Émélie-de-l'Énergie (Lanaudière Region, south-western Quebec).",2023-05-01,eng,https://www.cbc.ca/news/canada/british-columbia/lions-bay-search-resumes-hikers-found-and-recovered-1.4062976,cbc.ca,"'A great tragedy:' Bodies of 5 missing hikers recovered near Lions Bay, B.C. | CBC News","'A great tragedy:' Bodies of 5 missing hikers recovered near Lions Bay, B.C.
'They fell down the north face of Mount Harvey,' says rescuer
The bodies of five hikers, believed to have fallen hundreds of metres to their deaths near Lions Bay, B.C., north of Vancouver, have been recovered by search and rescue crews.
Searchers believe a cornice collapsed on the peak of Mount Harvey, sending the group tumbling down the mountain's north face.
Hiker Alastair Ferries was on the trail Saturday when he pa",pipeline_yes,1,5,1,861,1,
31,83,Mexico,"Veracruz, Puebla, Hidalgo, San Luis Potosí, and Querétaro states",2025-10-06,spa,https://www.elfinanciero.com.mx/cdmx/2023/12/26/frente-frio-19-hace-de-las-suyas-cdmx-amanecera-con-temperaturas-de-hasta-4-grados-este-miercoles/,elfinanciero.com.mx,Frente Frío 19 ‘hace de las suyas’: CDMX amanecerá con temperaturas de hasta 4 grados este miércoles  – El Financiero,"El frío en la Ciudad de México (CDMX) no da tregua a los capitalinos. Para el amanecer del miércoles 27 de diciembre, se prevé una baja en las temperaturas en seis alcaldías que podrían llegar hasta los 4 grados en las zonas altas.
La Secretaria de Gestión Integral de Riesgos y Protección Civil (SGIRPC) activó la alerta amarilla por el pronóstico del clima gélido, del cual se espera se registren temperaturas de 4 a 6 grados Celsius entre las 04:00 y las 08:00 horas de la mañana del miércoles.
La",pipeline_yes,1,1,4,409,1,
32,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.faroldabahia.com.br/noticia/em-evento-do-g20-lula-diz-que-combate-a-fome-e-uma-escolha-politica-dos-governantes,faroldabahia.com.br,"Em evento do G20, Lula diz que combate à fome é uma escolha política dos governantes  - Farol da Bahia","Em evento do G20, Lula diz que combate à fome é uma escolha política dos governantes
Presidente promete tirar Brasil do Mapa da Fome ainda neste mandato
Foto: Tomaz Silva/Agência Brasil
O presidente Luiz Inácio Lula da Silva (PL) afirmou, na quarta-feira (24), que o combate à fome é uma escolha política dos governantes. “A fome não resulta apenas de fatores externos, ela decorre, sobretudo, de escolhas políticas. Hoje o mundo produz alimentos mais do que suficientes para erradicá-la. O que falta",pipeline_yes,1,0,1,896,1,
33,83,Mexico,"Veracruz, Puebla, Hidalgo, San Luis Potosí, and Querétaro states",2025-10-06,spa,https://www.elfinanciero.com.mx/nacional/2025/09/17/simulacro-nacional-2025-a-que-hora-es-y-cual-sera-la-hipotesis-del-ejercicio/,elfinanciero.com.mx,Simulacro Nacional 2025: ¿A qué hora es y cuál será la hipótesis del ejercicio? – El Financiero,"En septiembre nunca faltan los sismos y el 8 se registró una con magnitud de 5.1. Ahora y para conmemorar el terremoto de 1985, se realizará el Segundo Simulacro Nacional 2025.
El viernes 19 de septiembre, a las 12:00 horas, sonará la alerta sísmica, que se pondrá a prueba, de nuevo, en celulares.
Las autoridades detallaron que el simulacro ocurrirá bajo la hipótesis de un sismo magnitud 8.1 con epicentro en Lázaro Cárdenas, Michoacán y por huracán en Campeche, Yucatán, Sonora, Quintana Roo y Ba",pipeline_yes,2,0,1,335,1,
34,83,Mexico,"Veracruz, Puebla, Hidalgo, San Luis Potosí, and Querétaro states",2025-10-06,spa,https://www.elfinanciero.com.mx/nacional/2025/02/12/guardia-nacional-realiza-excavaciones-en-la-frontera-para-encontrar-tunles-de-narcotrafico-y-cruce-de-migrantes/,elfinanciero.com.mx,Guardia Nacional endurece operativos en frontera con EU; buscan túneles clandestinos debajo del Río Bravo – El Financiero,"Agentes de la Guardia Nacional realizaron un operativo de búsqueda de túneles clandestinos debajo del río Bravo (río Grande en Estados Unidos), frontera natural entre ambos países, tras el reciente hallazgo de una estructura utilizada para el tráfico de drogas y personas.
El despliegue de seguridad de este miércoles 12 de febrero busca detectar posibles pasadizos subterráneos empleados para el cruce ilegal de migrantes y drogas entre México y Estados Unidos, según informaron fuentes de seguridad",pipeline_yes,2,0,1,456,1,
35,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://jornaldaparaiba.com.br/cotidiano/daniele-suzuki-e-resgatada-por-ator-em-enchente-no-rio,jornaldaparaiba.com.br,Daniele Suzuki é resgatada por ator em enchente no Rio,"COTIDIANO
Daniele Suzuki é resgatada por ator em enchente no Rio
Carro da atriz foi coberto por água e ela que ser retirada pela janela. ""Deus me ajudou e tive um resgate rapido"", contou no Twitter.
Publicado em 01/01/2010 às 12:18
Do G1
O carro de Daniele Suzuki foi coberto por água na noite desta quarta-feira, 30, no Rio. Com a forte chuva que caía na cidade, a atriz se desesperou e teve que resgatada pela janela pelo colega Thiago Lacerda e por um produtor da novela, Bruno.
""Ontem fui levada ",pipeline_yes,1,1,1,142,1,
36,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,http://www2.cemaden.gov.br/18122020-previsao-de-risco-geo-hidrologicos/,www2.cemaden.gov.br,18/12/2020 – Previsão de Risco Geo-Hidrológicos – Cemaden,"Nesta sexta-feira (18/12/2020), o cenário de risco de eventos geo-hidrológicos para as mesorregiões do Brasil é apresentado a seguir:
● Região Sudeste: São Paulo, Rio de Janeiro e Minas Gerais.
Para os eventos de movimentos de massa, considera-se MODERADA a possibilidade de ocorrências na região sul de Minas Gerais; região Metropolitana de São Paulo, Vale do Paraíba e Litoral Norte do Estado de São Paulo; Litoral Sul, Região Metropolitana e Serrana do Rio de Janeiro, devido aos acumulados observ",pipeline_no,6,0,2,347,0,
